قد	لقد
غرض	لأغراض
تدرب	تدربنا
برمجية	البرمجيات
كل	كلة
لزم	يلزمني
ألقى	لألقي
قولة	قولت
إخبار	بإخبارك
تايل	تايلا
ابتزاز	الابتزاز
نحل	سنحل
أمكن	يُمْكِنُك
صغير	الصَغير
عمل	يَعملونَ
قطر	قطرها
وقح	وقحا
طاولة	طاولتي
أغلب	أغلبهم
توسع	التوسع
عاش	عشتُ
يكس	بيكس
عضو	الاعضاء
وقت	ووقت
وضع	بوضعه
امتص	يمتص
فضيحة	الفضائح
بشر	يبشر
إن	وإنني
خطب	خطبكم
ملك	نملكها
أقفل	أقفلت
قرع	القرع
متسخ	متسخة
انحنى	تنحني
اجتمع	سنجتمع
عهد	عهداً
دورية	الدوريات
احتاج	يحتاجونه
إدخال	بإدخال
كل	كلِ
سام	ساما
اهتم	يهتموا
قوة	القوّات
ميل	ميول
تجديد	التجديد
فزع	تفزع
انتظر	لننتظر
طائرة	طائرته
تراجع	للتراجع
عدو	للعدو
شراب	والشراب
اطلب	اطلبه
تظاهر	تتظاهري
مكسيكي	المكسيكيين
ترون	ترونه
أغاني	اغاني
أتوسل	أتوسّل
هالة	الهالة
خطأ	خطأكِ
مركون	مركونة
طلق	بطلقة
إجراء	لاجراء
اعتذر	اعتذرت
غد	غداَ
تساوي	بالتساوي
بدا	لتبدو
شاشة	الشاشات
نزول	للنزول
هاتف	هواتفهم
مطاردة	لمطاردة
إقترب	إقتربنا
شلل	بالشلل
أوقف	سيوقف
أخذ	ويأخذ
عربه	العربه
محترق	محترقة
مقعد	مقعداً
ضرر	ضرراً
إنتباه	إنتباهي
هدف	لهدف
خارج	لخارج
توقع	أتوقعه
تعاون	بالتعاون
سر	سرًا
ميث	الميث
قتل	بقتلنا
مستيقظ	مستيقظين
أري	أريهم
أحجي	أحجية
اشترى	سيشتري
تحويل	تحويله
عائق	عائقاً
مسؤول	مسئولاً
حفرة	حفرت
صنبور	الصنبور
فكرة	لفكرة
عندليب	العندليب
متطلب	متطلبات
فحص	فحصاً
قبضة	قبضتك
إيزر	إيزرا
إندماج	الإندماج
مالي	ماليك
شيئ	شيئٍ
هجوم	هجوماً
ابنة	وابنتي
ظهر	يظهروا
عدو	الاعداء
بقية	بقيتكم
شجاع	شجعان
عرف	تعرفِ
خزان	الخزانات
منحرف	منحرفة
علم	وعلمت
يزلي	ويزلي
سكني	سكنية
مدهش	مُدهش
ضياع	بالضياع
سرق	سُرق
شق	يشق
عداله	العداله
مدرب	المدربة
فرق	فرقا
انقذ	انقذك
واثق	واثقون
مخزون	المخزون
شاذ	شاذّ
راهب	الراهبة
تطوير	لتطوير
نازي	النازيون
فتاة	فتاته
كوري	الكوري
تأثر	تتأثر
عرض	وعرض
رقصة	برقصة
إنسانية	الانسانية
مناظرة	المناظرة
قدرة	قدراته
كتلة	كتل
شعر	بالشعر
مرضي	المرضي
جان	الجان
خطير	خطيره
انتقل	لننتقل
وقع	ووقعت
إخباري	الإخبارية
إخراج	إخراجي
حزن	تحزن
سلطة	سلطات
بحث	سيبحث
مخدر	والمخدرات
تصرف	تصرفاته
انتهى	تنته
إستمتع	إستمتعوا
خصيصة	خصائص
شغف	الشغف
انحاء	الانحاء
نقيب	النّقيب
تولي	تولّي
طبيعي	طبيعيّ
علاقة	علاقتكِ
تمكن	لتتمكن
بقية	البقيّة
هش	هشة
حلم	نحلم
إكتشف	إكتشفوا
نضال	النضال
قصة	قصصاً
لاءم	يلائم
فعل	تفعلا
نار	للنار
أبقى	لأبقى
تمنى	أتمناه
أقوى	أقوي
توقف	توقفه
طلب	طلبية
وعد	وعدتُ
دم	والدم
شائع	الشائعة
مارش	مارشا
رد	ردت
جلب	جلبة
تعويذ	التعاويذ
خان	خنتني
باحة	الباحة
خزان	خزانات
خيار	خيارين
قابل	القابلة
اطمأن	لأطمئن
تعقيد	تعقيدا
سياحي	السياحية
شورب	الشوربة
معظم	معظمنا
منزل	منازلنا
إضافي	إضافياً
شاهد	يُشاهدُ
معرفة	معرفتنا
تنفيذ	تنفيذها
عادل	العادل
جمجمة	جمجمته
مدخول	المداخل
ضيف	ضيفة
حسن	حسناًً
دمعة	للدموع
حافله	الحافله
منع	تمنعني
وفضة	الوفاض
صدق	أصدقكِ
تذكر	تتذكّرين
كل	وكلهم
شمالى	الشمالى
دسم	الدسم
أقام	أقمنا
بيد	بيدها
آخر	لأخرى
شرف	شرفي
راقي	الراقي
بات	أبيت
شيت	شيتي
عداء	العداء
زوج	كزوج
مقابل	مقابلها
نقل	نقلهم
فتى	لفتى
يوم	أيامك
على	فعليكِ
وصلة	وصلتي
أجل	أجلّ
ماضي	ماضينا
تناول	تناولوا
جرح	بجرح
دفن	يدفن
أخرج	أخرجهم
نقر	النقر
يومية	يوميات
تحصل	تحصلت
تحرك	نتحرّك
ظريف	ظريفاً
سيئ	سيّئ
مغامرة	المغامرات
عقد	عقدك
اشترى	لأشتري
رجع	رجعنا
ترك	اتركيها
كي	كيّ
مريض	للمرضى
اشتبه	يشتبه
كسر	وكسر
حرارة	حرارتها
عدائي	عدائية
حدوث	حدوثها
دم	الدّم
ضخم	ضخمه
إن	وإنّه
ضحك	بالضحك
شعر	شعروا
كان	كنّ
لير	ليروا
طاهي	الطهاة
أخبر	يخبركِ
قبل	قبلهم
مولع	مولعة
فص	الفص
لبس	يلبسون
أبحر	تبحر
تأثير	تأثيرات
مدير	المُدير
اغني	اغنيه
مسبق	مسبقة
مثل	مثلت
شيء	لشيئ
شاحنة	بالشاحنة
شهر	شهورِ
مدفأ	المدفأة
متزوج	متزوجه
صديق	أصدقاءه
تجاهل	تجاهلها
ملتزم	ملتزمة
سري	سرّية
محاضرة	المحاضرات
ابن	وابن
ذهب	تَذْهبَ
بنكرياس	البنكرياس
مدير	كمدير
فتات	فتاتنا
اثنان	واثنان
احلام	احلامك
اخر	لاخر
عن	عننا
ضد	ضدّه
مروع	المروعة
مسافه	المسافه
حفاظ	والحفاظ
مرض	للأمراض
أخفى	يخفون
سوى	سوانا
رد	رداً
معني	المعنية
أعجب	أعجبكِ
وحد	الوحده
بحث	بحثًا
نوع	لنوع
هذ	وهذة
عم	عمها
صورة	صورةً
عديد	عديده
سوء	سوءًا
حصل	ستحصلون
لون	لونك
متزوج	متزوجون
يد	بأيدي
بالغ	للبالغين
يمن	اليمن
صلى	صليت
إدلاء	الإدلاء
قام	فقام
أوجب	توجّب
جدل	الجدل
قمة	قمّة
تعلم	تتعلمين
ثانوي	الثانوي
وميض	الوميض
عاشق	عاشقة
متوحش	متوحشة
أبعد	أبعدوا
مهد	المهد
ماجستير	الماجستير
استرخ	استرخِ
أنقل	انقل
مكالمة	بمكالمة
اسم	بالاسم
تعليم	تعليمه
أسف	وللأسف
باكر	باكرًا
شهوة	الشهوة
مرفق	المرفق
عنيد	العنيد
أفسد	ستفسد
سلاح	أسلحتك
دعا	يدعونا
بحر	أبحر
ساعد	تساعدين
استمر	تستمرّ
عائلة	وعائلة
رسمي	رسميًا
قول	بقوله
إيجابي	الإيجابية
نحظى	لنحظى
إمكانية	الإمكانيات
بحري	البحريّة
لقاء	بلقاءك
سلف	سلفًا
فجر	يفجر
شوكة	الشوكة
غرز	الغرز
عنوان	عنواني
رائع	ورائع
ضرب	بضربك
بدلة	بدلتك
هاجم	هاجمنا
اخبر	اخبرتكم
تعليم	تعليماتي
قرفة	القرفة
دارل	دارلا
وصف	يوصف
عدد	عددها
نام	نمنا
قاوم	قاومت
قتل	قتلَ
إنجاب	انجاب
خسر	خسرتُ
تظاهر	تتظاهرين
سفينة	بالسفينة
فعل	فعلتهُ
جديد	الجديدِ
حال	بحاله
أجر	أجراً
دمر	ندمر
حارس	حارسة
تمسك	تتمسك
أعاد	يعيدون
بدأ	ليبدأ
تحلى	تتحلى
ضرب	ضربتها
نحو	بالأنحاء
مات	ستموتون
خروف	الخروف
محور	المحور
أورس	أورسون
شاب	شابين
سي	سيان
برر	تبرر
أخت	لأختك
اختلق	اختلقت
فان	الفان
كبر	الكبر
رحيل	رحيله
أعاد	أعيدك
أستاذ	أستاذة
حزب	للحزب
أنين	الأنين
دار	ندور
متسابق	المتسابقين
أدرك	تدركي
فحص	بالفحص
ناجي	الناجون
قرأ	تقرأها
تصريح	بتصريح
فكرة	بالفكرة
قابل	قابلتِ
اخرس	اخرسوا
علاقة	علاقتهما
كوني	الكوني
طرق	أطرق
دوران	دورانت
أمكن	أمكنه
إنطلاق	للإنطلاق
أخ	أخوها
ضرب	وضرب
ألف	بألف
محشو	محشوة
رفقة	برفقتها
عض	تعض
ركز	ركزوا
مرض	مرضك
شهر	الشهرين
ل	اللية
كوان	الأكواب
قاذورة	القاذورات
قصد	تقصدي
طفيلي	الطفيليات
مشي	مشياً
جار	جيرانك
لقاء	بلقائكِ
نائم	النائمة
حديقة	حديقتي
تفكير	تفكيره
ألقى	القوا
فرغ	تفرغ
اضطرر	اضطررتُ
بلور	البلورة
تصرف	سأتصرف
أعطى	يَعطيني
بشرة	بشرى
كان	سيكـون
وعي	وعيي
متعب	مُتعب
أن	لأنَّ
شيء	الشيءَ
فخر	بفخر
تونة	التونة
ذلك	ذلــك
كون	كونان
بدا	بَدا
أعاد	تعيده
خاتم	خواتم
من	منـه
كلية	بكلية
جدي	بجديّة
خرج	خرجتِ
طرد	طردتني
أصاب	أصابته
أسف	تأسف
مدير	المدراء
رفع	ترفعي
شغل	شغلت
أحضر	أحضرتك
رجوع	بالرجوع
أنتقام	الأنتقام
جد	جـدا
جذاب	الجذاب
سرعة	سرعته
ماء	للمياه
خارج	بخارج
غسل	لغسل
وجد	وَجدنَا
غدا	تغدو
تأكيد	للتأكيد
زوجة	بزوجتك
لحظة	لحظـة
مرض	تمرض
خاسر	الخاسرين
حد	حدودنا
نانو	النانو
ماذا	وبماذا
صامت	صامتا
صديق	أصدقائهم
إنتاج	الانتاج
نسل	النسل
حارس	حارساً
ذقن	الذقن
ذلك	بـذلك
كسوف	الكسوف
انطباع	الانطباع
مسؤولية	مسؤوليات
إبهام	الإبهام
لحظ	ألحظ
خندق	الخنادق
دهن	دهون
خط	خطِّ
حقيقة	حقيقتها
أخذ	بأخذه
خال	تخال
مستأجر	مستأجرة
ترهة	الترهات
بصيرة	البصيرة
مناعي	المناعي
مقياس	المقاييس
مطاطي	المطاطية
تنبيه	التنبيه
بيع	ببيعها
ذكر	تذكرون
حاجة	بحاجته
وحدة	بوحدة
استطاع	ستستطيع
صناعة	بصناعة
تزاوج	التزاوج
جاكيت	الجاكيت
كشف	بكشف
وضع	وأضع
عدد	عددا
ويل	كويل
اكلم	اكلمك
أسبوع	بأسبوع
بروفسور	البروفسور
دافع	ندافع
سابق	كالسابق
كان	كَان
امرأة	بامرأة
أوقف	سأوقف
وارد	واردة
مجرى	مجراها
طريق	بالطريقه
مليء	المليء
تحقيق	تحقيقاً
ساعة	بساعة
تناول	يتناولون
إنكار	الإنكار
دخن	دخنت
جرب	يجرب
ميت	ميتان
محرج	مُحرج
أول	لأوّل
اتصل	اتصلتُ
كيف	كَيف
مرشد	المرشد
مهتم	مهتمّ
كيفية	لكيفية
اسحب	اسحبوا
رأى	سيرون
محاوله	المحاوله
وجد	ووجد
تكرر	تتكرر
منبه	المنبه
أحضر	أحضرتي
بقي	ويبقى
شرطي	شرطيين
هم	يَهْمُّ
عثر	عثرتِ
عدة	العدة
قسم	أقسام
أدى	أدّى
ثمل	ثملا
ثروة	ثروته
مشكلة	مشكلات
خاطئ	خاطئه
استمتع	استمتعا
صالح	صالحين
عسكري	العسكريين
قائل	قائلة
عار	للعار
أسلحه	الأسلحه
أجبر	أجبرك
إنصات	الإنصات
خرافة	الخرافات
تجربة	تجربتك
مفتاح	مفتاحك
شخصية	شخصيتها
خاض	يخوض
الذي	الذينَ
هيئة	بهيئة
تحسن	تحسّن
زال	زلتم
مرح	المرحة
تعلم	تتعلّم
صالح	صالحك
هدف	هدفها
أمر	أمورنا
ملك	للملكة
بحر	للبحر
جار	جارتي
شاطئ	الشواطئ
أخذ	لاخذ
جلب	سنجلب
سعر	السعرات
نجح	نجحوا
أبى	أبينا
من	منـي
سيف	سيفه
شقيق	شقيقتها
أنهى	أنهت
أحصى	تحصى
اتحادي	الاتحادية
أراد	يردن
ترك	تتركوا
التحق	التحقت
معا	معـاً
خشي	أخشاه
زائف	الزائفة
شغل	شغله
تطوير	بتطوير
مخلص	مخلصاً
خلال	خلالك
أمات	أمت
وظيفة	لوظيفة
غيار	الغيار
حسن	حسنـــاً
فكر	ستفكر
زال	زالَتْ
نادي	نادٍ
حد	حده
أصبح	أصبحتي
شخص	شخصاَ
تخفيض	تخفيضات
عقد	عقده
مشاركة	بالمشاركة
ضريبة	الضريبة
أجل	لأجلكم
رتب	نرتب
ترك	يتركها
هوى	الهوت
أبدي	أبدية
كان	أكـون
جاء	وجئت
أتصال	بالأتصال
قاد	قادت
تعبئة	التعبئة
سجن	السجنِ
عالم	العالمين
مرحبا	مرحبــا
قام	قامَ
كابل	كابول
حاول	حاولتَ
أصبح	أصبحنَا
عشاء	عشائك
رجاء	برجاء
خطة	لخطة
فتح	أفتحه
عين	العينان
أعتناء	الأعتناء
ستر	سترته
في	فيهِ
منديل	المنديل
مثل	مثلكَ
زائر	الزائرين
مثير	مثيرين
ممزق	ممزقة
حينئذ	حينئذٍ
أخبر	يُخبرني
أوربي	الأوروبي
حكيم	حكيماً
تشكيل	التشكيل
أمسك	سنمسك
طار	طارت
جعل	وتجعل
تبع	يتبعنا
حمل	سأحمل
أبقى	لتبقي
اختار	اخترنا
صغير	صَغيرة
عبث	بالعبث
سخيف	سخيفه
باع	سأبيع
من	مـَن
مفرد	بمفردكِ
رأى	سأراه
رعى	ترعى
انتظر	ستنتظر
قصر	قصور
وقف	سيقف
شراع	الشراع
شعر	شعرتي
مجمد	المجمد
سكين	سكيني
أم	أمهم
لعب	للألعاب
نظيف	النظيف
اعتقاد	اعتقادي
سفلي	السفلية
انعلم	لانعلم
خطة	للخطة
اتخذ	أتخذت
أدرك	أدركنا
إثبات	إثباته
أجاد	تجيدين
ديسكو	الديسكو
أثم	أثمّة
التزم	ألتزم
عقوبة	العقوبات
شروع	الشروع
مكالمه	المكالمه
يتيم	يتيمة
لعنة	اللعنـة
كون	تكونه
احتاج	نحتاجُ
ابن	أبنائك
أمر	بأمرٍ
خطأ	خطأنا
منفرد	منفردة
مشهور	مشهورين
منفذ	المنفذ
أخسر	أخسرك
كامل	كاملةً
رهيب	رهيباً
استخدم	ستستخدم
بدلة	بدلتي
حصل	يُحْصَلُ
قرر	قرّرتُ
يومي	يوميًا
أغلق	سنغلق
اقتل	اقتلهم
معلم	معلمك
أمبراطور	الأمبراطور
بلدة	بلدتي
مستجد	بالمستجدات
أمسك	يمسكون
غلطة	غلطته
ضرورى	الضرورى
مسك	لمسك
عمى	بالعمى
إخلاص	الإخلاص
أمثل	المثلى
حظي	حظيتُ
أظهر	أظهروا
إجرامي	الإجرامي
توقع	تتوقّع
أخبر	سَأُخبرُك
عنف	بالعنف
جوكر	الجوكر
مساعد	مُساعد
أخطأ	أخطأنا
تمكن	لنتمكن
عمل	عَملَ
إحراج	الإحراج
انظر	انظرِ
تجاهل	تجاهلي
إسكت	إسكتْ
غنيمة	الغنيمة
جاء	جائوا
آخر	آخَر
قدر	وبقدر
قسم	قسمك
ساخر	ساخرة
طالب	طلبة
منشور	المنشورات
جان	جانا
أحتفال	الأحتفال
ساق	ساقها
متاع	أمتعة
